Fecha,Magnitud,Epicentro,Periodo,Mes,Mes_num,Entidad,Magnitud_cats
1990-04-25,4.5,"70 km al SUROESTE de HUIXTLA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-25,4.1,"34 km al ESTE de TEOPISCA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-25,4.4,"61 km al NORESTE de LAS GUACAMAYAS, MICH",1990,abr,4,MICH,4 a 4.9
1990-04-26,4.2,"86 km al SUROESTE de MAPASTEPEC, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-26,5.1,"147 km al SURESTE de CD HIDALGO, CHIS",1990,abr,4,CHIS,5 a 5.9
1990-04-26,4.1,"19 km al NORTE de MAPASTEPEC, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-27,4.2,"124 km al SURESTE de CD HIDALGO, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-27,4.5,"8 km al OESTE de MOTOZINTLA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-28,4,"16 km al SUROESTE de COYUCA DE BENITEZ, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-28,4.4,"50 km al SUROESTE de MAPASTEPEC, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-29,4.5,"25 km al NOROESTE de ZIHUATANEJO, GRO",1990,abr,4,GRO,4 a 4.9
1990-05-01,5.3,"85 km al SUR de CD HIDALGO, CHIS",1990,may,5,CHIS,5 a 5.9
1990-05-01,4.4,"46 km al NORESTE de MATIAS ROMERO, OAX",1990,may,5,OAX,4 a 4.9
1990-05-02,4.2,"93 km al SUROESTE de RIO GRANDE, OAX",1990,may,5,OAX,4 a 4.9
1990-05-02,4,"3 km al SURESTE de IGUALA, GRO",1990,may,5,GRO,4 a 4.9
1990-05-03,4.4,"26 km al NORESTE de MATIAS ROMERO, OAX",1990,may,5,OAX,4 a 4.9
1990-05-05,4,"24 km al SUR de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-06,4.1,"78 km al SUR de ACAPULCO, GRO",1990,may,5,GRO,4 a 4.9
1990-05-07,4.6,"14 km al NORTE de S PEDRO POCHUTLA, OAX",1990,may,5,OAX,4 a 4.9
1990-05-07,4.1,"24 km al NORESTE de S PEDRO POCHUTLA, OAX",1990,may,5,OAX,4 a 4.9
1990-05-08,4,"89 km al SUROESTE de HUIXTLA, CHIS",1990,may,5,CHIS,4 a 4.9
1990-05-10,4.3,"33 km al SUROESTE de ATOYAC DE ALVAREZ, GRO",1990,may,5,GRO,4 a 4.9
1990-05-11,4,"31 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-11,5.3,"20 km al SUROESTE de TECPAN, GRO",1990,may,5,GRO,5 a 5.9
1990-05-11,4.5,"29 km al SUROESTE de CASIMIRO CASTILLO, JAL",1990,may,5,JAL,4 a 4.9
1990-05-12,4.4,"23 km al NOROESTE de CASIMIRO CASTILLO, JAL",1990,may,5,JAL,4 a 4.9
1990-05-12,4.6,"22 km al SUROESTE de COYUCA DE BENITEZ, GRO",1990,may,5,GRO,4 a 4.9
1990-05-13,4.1,"18 km al NOROESTE de COYUCA DE BENITEZ, GRO",1990,may,5,GRO,4 a 4.9
1990-05-14,4.3,"24 km al NORESTE de COYUCA DE BENITEZ, GRO",1990,may,5,GRO,4 a 4.9
1990-05-15,4.2,"17 km al NORESTE de ACAPULCO, GRO",1990,may,5,GRO,4 a 4.9
1990-05-16,4.7,"48 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-16,4.9,"50 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-17,4.6,"17 km al SUROESTE de SALINA CRUZ, OAX",1990,may,5,OAX,4 a 4.9
1990-05-18,4.2,"69 km al SUR de ACAPULCO, GRO",1990,may,5,GRO,4 a 4.9
1990-05-19,5.1,"41 km al SUROESTE de PETATLAN, GRO",1990,may,5,GRO,5 a 5.9
1990-05-20,4.3,"27 km al SUR de ACAPULCO, GRO",1990,may,5,GRO,4 a 4.9
1990-05-22,4.1,"35 km al ESTE de LAS GUACAMAYAS, MICH",1990,may,5,MICH,4 a 4.9
1990-05-22,4.3,"33 km al ESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-22,4.5,"105 km al SUROESTE de CD HIDALGO, CHIS",1990,may,5,CHIS,4 a 4.9
1990-05-26,4.2,"105 km al ESTE de LAS MARGARITAS, CHIS",1990,may,5,CHIS,4 a 4.9
1990-05-27,4.4,"44 km al SURESTE de SAN MARCOS, GRO",1990,may,5,GRO,4 a 4.9
1990-05-27,4.4,"95 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-29,4.3,"125 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-30,4.6,"107 km al SUR de PINOTEPA NACIONAL, OAX",1990,may,5,OAX,4 a 4.9
1990-05-31,5.8,"26 km al SUROESTE de TECPAN, GRO",1990,may,5,GRO,5 a 5.9
1990-06-01,4.5,"150 km al SUROESTE de CD HIDALGO, CHIS",1990,jun,6,CHIS,4 a 4.9
1990-06-04,4.2,"42 km al NORTE de PUERTO ESCONDIDO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-04,4,"29 km al ESTE de UNION HIDALGO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-05,4.4,"113 km al SUROESTE de MAPASTEPEC, CHIS",1990,jun,6,CHIS,4 a 4.9
1990-06-07,4.2,"49 km al NOROESTE de ZIHUATANEJO, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-08,4.9,"103 km al SUROESTE de OMETEPEC, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-08,4.4,"83 km al SUROESTE de OMETEPEC, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-09,4,"40 km al SUROESTE de IGUALA, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-09,4,"79 km al SURESTE de SALINA CRUZ, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-10,4.1,"16 km al SUROESTE de ACAPULCO, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-10,4.1,"90 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-10,4.2,"34 km al ESTE de UNION HIDALGO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-10,4.6,"73 km al SUROESTE de H GUAYMAS, SON",1990,jun,6,SON,4 a 4.9
1990-06-11,4.3,"50 km al SUROESTE de ACAPULCO, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-12,4.4,"46 km al ESTE de SAN MARCOS, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-13,4.4,"32 km al SURESTE de PINOTEPA NACIONAL, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-13,4.3,"30 km al SUR de PINOTEPA NACIONAL, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-19,4.3,"45 km al SUROESTE de OMETEPEC, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-19,4.3,"34 km al NORTE de ZIHUATANEJO, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-19,4.7,"372 km al SUR de CABO SAN LUCAS, BCS",1990,jun,6,BCS,4 a 4.9
1990-06-19,4.2,"18 km al NOROESTE de RIO GRANDE, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-22,4.6,"188 km al SUROESTE de PIJIJIAPAN, CHIS",1990,jun,6,CHIS,4 a 4.9
1990-06-25,4.2,"56 km al NORESTE de MATIAS ROMERO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-25,4,"57 km al NORESTE de UNION HIDALGO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-26,4.4,"83 km al SUR de COALCOMAN, MICH",1990,jun,6,MICH,4 a 4.9
1990-06-26,4.3,"53 km al SUROESTE de MAPASTEPEC, CHIS",1990,jun,6,CHIS,4 a 4.9
1990-06-26,4.1,"31 km al NORESTE de UNION HIDALGO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-26,4.1,"49 km al SURESTE de SALINA CRUZ, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-27,4.4,"13 km al NORESTE de MATIAS ROMERO, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-27,4.6,"8 km al NORESTE de COYUCA DE BENITEZ, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-28,4,"29 km al NORESTE de COYUCA DE BENITEZ, GRO",1990,jun,6,GRO,4 a 4.9
1990-06-28,4,"34 km al SUR de SALINA CRUZ, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-28,4.1,"46 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,jun,6,OAX,4 a 4.9
1990-06-30,4.5,"15 km al SURESTE de ACAPULCO, GRO",1990,jun,6,GRO,4 a 4.9
1990-07-03,4.2,"25 km al SUROESTE de VILLAFLORES, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-03,4.3,"61 km al SUROESTE de ARRIAGA , CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-04,4.3,"25 km al SUROESTE de APATZINGAN, MICH",1990,jul,7,MICH,4 a 4.9
1990-07-04,4,"66 km al SUROESTE de OMETEPEC, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-05,4.3,"63 km al SURESTE de SALINA CRUZ, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-05,4,"13 km al SURESTE de COCULA, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-05,4.1,"7 km al ESTE de ZACOALCO DE TORRES, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-05,4.2,"8 km al NOROESTE de ZACOALCO DE TORRES, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-05,4,"3 km al NOROESTE de ZACOALCO DE TORRES, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-05,4.5,"13 km al SURESTE de COCULA, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-06,4.2,"41 km al SURESTE de SALINA CRUZ, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-07,4.1,"9 km al NOROESTE de ZACOALCO DE TORRES, JAL",1990,jul,7,JAL,4 a 4.9
1990-07-08,4.7,"63 km al SUROESTE de ACAPULCO, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-09,4.7,"19 km al NORESTE de FRONTERA COMALAPA, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-10,4.9,"21 km al NORTE de SAN MARCOS, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-11,4.4,"42 km al NOROESTE de MATIAS ROMERO, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-12,4.6,"138 km al NORESTE de SAN JOSE DEL CABO, BCS",1990,jul,7,BCS,4 a 4.9
1990-07-12,4,"74 km al ESTE de SAN JOSE DEL CABO, BCS",1990,jul,7,BCS,4 a 4.9
1990-07-14,4.1,"48 km al ESTE de CRUCECITA, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-14,4.1,"80 km al SUROESTE de LAS CHOAPAS, VER",1990,jul,7,VER,4 a 4.9
1990-07-14,4.2,"26 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-15,4.2,"124 km al SURESTE de CD HIDALGO, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-17,4.2,"8 km al NORESTE de PETATLAN, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-17,4.8,"33 km al SUR de TONALA, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-18,4.1,"34 km al OESTE de CD IXTEPEC, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-20,4.9,"48 km al SUROESTE de VENUSTIANO CARRANZA, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-20,4.4,"87 km al SUROESTE de PIJIJIAPAN, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-22,4.6,"86 km al SUROESTE de CD HIDALGO, CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-23,4.5,"68 km al SUROESTE de COYUCA DE BENITEZ, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-26,4.7,"13 km al NORESTE de PUERTO ESCONDIDO, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-26,4.2,"25 km al OESTE de TEPALCATEPEC, MICH",1990,jul,7,MICH,4 a 4.9
1990-07-26,4.2,"12 km al NORESTE de ATOYAC DE ALVAREZ, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-28,4.1,"63 km al ESTE de MATIAS ROMERO, OAX",1990,jul,7,OAX,4 a 4.9
1990-07-28,4.3,"42 km al SUROESTE de ARRIAGA , CHIS",1990,jul,7,CHIS,4 a 4.9
1990-07-30,4.3,"35 km al SUROESTE de SAN MARCOS, GRO",1990,jul,7,GRO,4 a 4.9
1990-07-31,4.7,"16 km al NOROESTE de OTEAPAN, VER",1990,jul,7,VER,4 a 4.9
1990-07-31,5,"14 km al SURESTE de CACAHOATAN, CHIS",1990,jul,7,CHIS,5 a 5.9
1990-08-01,4,"53 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-02,4.1,"120 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-03,4.1,"94 km al SUR de CD LAZARO CARDENAS, MICH",1990,ago,8,MICH,4 a 4.9
1990-08-03,4.1,"27 km al NOROESTE de MATIAS ROMERO, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-03,4,"6 km al SUROESTE de NANCHITAL, VER",1990,ago,8,VER,4 a 4.9
1990-08-04,4.1,"74 km al SUROESTE de CD HIDALGO, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-05,4.7,"94 km al SUR de CD HIDALGO, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-05,4.2,"99 km al SURESTE de CD HIDALGO, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-06,4.2,"21 km al OESTE de CD IXTEPEC, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-06,4,"36 km al NORTE de CRUCECITA, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-06,4.5,"22 km al SUR de SAYULA DE ALEMAN, VER",1990,ago,8,VER,4 a 4.9
1990-08-07,4.1,"10 km al SURESTE de ALLENDE, VER",1990,ago,8,VER,4 a 4.9
1990-08-08,4.1,"61 km al SUROESTE de PIJIJIAPAN, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-09,4.3,"39 km al SUR de TONALA, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-09,4.1,"60 km al SURESTE de SAYULA DE ALEMAN, VER",1990,ago,8,VER,4 a 4.9
1990-08-09,4.6,"106 km al SUR de CD HIDALGO, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-09,4,"389 km al SUR de CABO SAN LUCAS, BCS",1990,ago,8,BCS,4 a 4.9
1990-08-09,4.3,"29 km al SUR de PINOTEPA NACIONAL, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-09,4.2,"13 km al NOROESTE de OMETEPEC, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-10,4.6,"81 km al SUROESTE de MAPASTEPEC, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-10,5.1,"68 km al SUROESTE de TONALA, CHIS",1990,ago,8,CHIS,5 a 5.9
1990-08-11,4.9,"15 km al SUR de MANZANILLO, COL",1990,ago,8,COL,4 a 4.9
1990-08-11,4,"29 km al ESTE de CRUCECITA, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-14,4,"90 km al SURESTE de SALINA CRUZ, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-14,4.1,"50 km al SUROESTE de PIJIJIAPAN, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-14,4.3,"14 km al ESTE de RIO GRANDE, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-16,4.7,"74 km al SUROESTE de MAPASTEPEC, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-19,4.1,"25 km al SUROESTE de ACAPULCO, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-20,4.1,"45 km al SUROESTE de COYUCA DE BENITEZ, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-20,4.4,"39 km al SUR de TECPAN, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-21,4.4,"2 km al SUROESTE de LOMA BONITA, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-22,4.1,"46 km al OESTE de ARRIAGA , CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-22,4.3,"47 km al SUR de NUEVA ITALIA, MICH",1990,ago,8,MICH,4 a 4.9
1990-08-25,4.7,"159 km al SURESTE de CD HIDALGO, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-25,4,"136 km al SUROESTE de RIO GRANDE, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-26,4.3,"24 km al NOROESTE de RIO GRANDE, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-26,4.1,"30 km al NORESTE de S PEDRO POCHUTLA, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-26,4.2,"51 km al SUR de PETATLAN, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-26,4.8,"66 km al SUR de PETATLAN, GRO",1990,ago,8,GRO,4 a 4.9
1990-08-27,4.4,"89 km al SUR de SALINA CRUZ, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-28,4.3,"15 km al SUROESTE de MAPASTEPEC, CHIS",1990,ago,8,CHIS,4 a 4.9
1990-08-28,4.5,"85 km al SUR de TECOMAN, COL",1990,ago,8,COL,4 a 4.9
1990-08-29,4.1,"19 km al NOROESTE de ZAMORA DE HIDALGO, MICH",1990,ago,8,MICH,4 a 4.9
1990-08-30,4.3,"25 km al NORTE de MATIAS ROMERO, OAX",1990,ago,8,OAX,4 a 4.9
1990-08-31,4,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,ago,8,OAX,4 a 4.9
1990-09-01,4.5,"42 km al NOROESTE de MATIAS ROMERO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-01,4.3,"48 km al OESTE de CINTALAPA, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-02,4.4,"117 km al SURESTE de SALINA CRUZ, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-02,4.4,"11 km al NORTE de MATIAS ROMERO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-05,4.1,"181 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-05,4,"28 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-05,4.3,"22 km al OESTE de PUERTO ESCONDIDO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-05,4.1,"57 km al SUROESTE de PUEBLO YAQUI, SON",1990,sep,9,SON,4 a 4.9
1990-09-09,4.5,"47 km al SUR de PINOTEPA NACIONAL, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-10,4.8,"11 km al SUR de SAN MARCOS, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-11,4,"38 km al SUR de TELOLOAPAN, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-12,4.5,"88 km al SUROESTE de TONALA, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-13,4.1,"65 km al SUROESTE de OMETEPEC, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-14,4.3,"84 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-15,4.2,"25 km al SUR de ACAPULCO, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-15,4.9,"33 km al NORTE de CINTALAPA, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-15,4.5,"113 km al SUROESTE de CD HIDALGO, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-15,4.2,"80 km al SUR de ACAPULCO, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-16,4.1,"49 km al SUROESTE de RIO GRANDE, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-16,4.2,"55 km al NORESTE de UNION HIDALGO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-17,4.3,"25 km al SUROESTE de ACAPULCO, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-17,4.1,"106 km al SUROESTE de TECPAN, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-18,4.2,"108 km al SUROESTE de MAPASTEPEC, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-19,4,"23 km al SURESTE de SALINA CRUZ, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-19,4.1,"106 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-20,4,"59 km al SUR de ACAPULCO, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-20,4.5,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-20,4.5,"101 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-20,4.2,"59 km al SUROESTE de LAS CHOAPAS, VER",1990,sep,9,VER,4 a 4.9
1990-09-21,4.5,"199 km al SUROESTE de MAPASTEPEC, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-21,4.2,"44 km al ESTE de MATIAS ROMERO, OAX",1990,sep,9,OAX,4 a 4.9
1990-09-21,4.4,"132 km al SUR de SAN MARCOS, GRO",1990,sep,9,GRO,4 a 4.9
1990-09-22,4.2,"82 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-23,4.7,"116 km al SUROESTE de PIJIJIAPAN, CHIS",1990,sep,9,CHIS,4 a 4.9
1990-09-27,4.2,"140 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,sep,9,OAX,4 a 4.9
1990-10-03,4.7,"149 km al SUROESTE de CD HIDALGO, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-03,4.5,"32 km al SUROESTE de TECPAN, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-05,4.3,"21 km al NOROESTE de SAN MARCOS, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-05,4.5,"34 km al SUROESTE de ACAPULCO, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-05,4.7,"34 km al SUROESTE de ARRIAGA , CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-06,4.8,"134 km al SUR de CD HIDALGO, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-06,4.5,"82 km al SUROESTE de MAPASTEPEC, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-09,4.1,"30 km al SURESTE de CARDENAS, SLP",1990,oct,10,SLP,4 a 4.9
1990-10-09,4.1,"6 km al OESTE de SAN MARCOS, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-10,4.5,"35 km al SURESTE de SAYULA DE ALEMAN, VER",1990,oct,10,VER,4 a 4.9
1990-10-10,4.6,"51 km al SUR de CARDENAS, SLP",1990,oct,10,SLP,4 a 4.9
1990-10-11,4.2,"104 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-11,4,"25 km al NOROESTE de CINTALAPA, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-11,4.1,"62 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-11,4.8,"146 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-12,4.3,"9 km al NORESTE de VENUSTIANO CARRANZA, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-12,4.1,"55 km al SUR de PINOTEPA NACIONAL, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-12,4.7,"15 km al NORESTE de SAN MARCOS, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-13,4.8,"55 km al SUROESTE de PIJIJIAPAN, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-13,4.9,"119 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-13,4.5,"65 km al SUR de ACAPULCO, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-15,4.6,"82 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-15,4.2,"43 km al SUROESTE de ACAPULCO, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-17,4.4,"21 km al NORESTE de CHILAPA DE ALVAREZ, GRO",1990,oct,10,GRO,4 a 4.9
1990-10-19,4.4,"61 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-19,4.9,"48 km al SUR de CD HIDALGO, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-19,4.1,"66 km al SUR de J RODRIGUEZ CLARA, VER",1990,oct,10,VER,4 a 4.9
1990-10-20,4,"21 km al NORESTE de MATIAS ROMERO, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-24,5,"123 km al NORESTE de SAN JOSE DEL CABO, BCS",1990,oct,10,BCS,5 a 5.9
1990-10-25,4.8,"66 km al SUROESTE de CD HIDALGO, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-25,4.1,"119 km al SUROESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-26,4.3,"113 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-26,4.1,"33 km al ESTE de LAS GUACAMAYAS, MICH",1990,oct,10,MICH,4 a 4.9
1990-10-27,4.1,"163 km al SUROESTE de MAPASTEPEC, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-28,4.4,"38 km al NOROESTE de CINTALAPA, CHIS",1990,oct,10,CHIS,4 a 4.9
1990-10-28,4.1,"66 km al SURESTE de CRUCECITA, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-28,5,"35 km al SUR de NUEVA ITALIA, MICH",1990,oct,10,MICH,5 a 5.9
1990-10-29,4.3,"18 km al NORESTE de RIO GRANDE, OAX",1990,oct,10,OAX,4 a 4.9
1990-10-31,4.1,"51 km al SUR de ARCELIA, GRO",1990,oct,10,GRO,4 a 4.9
1990-11-01,4.3,"37 km al NORESTE de H TLAXIACO, OAX",1990,nov,11,OAX,4 a 4.9
1990-11-01,4.3,"134 km al SUROESTE de MAPASTEPEC, CHIS",1990,nov,11,CHIS,4 a 4.9
1990-11-02,4.3,"234 km al SUROESTE de MANZANILLO, COL",1990,nov,11,COL,4 a 4.9
1990-11-04,4.5,"36 km al SUR de ACAPULCO, GRO",1990,nov,11,GRO,4 a 4.9
1990-11-04,4,"21 km al SURESTE de ATOYAC DE ALVAREZ, GRO",1990,nov,11,GRO,4 a 4.9
1990-11-05,5,"13 km al NOROESTE de PIJIJIAPAN, CHIS",1990,nov,11,CHIS,5 a 5.9
1990-11-06,4.2,"15 km al SUR de TLACOLULA, OAX",1990,nov,11,OAX,4 a 4.9
1990-11-07,4.2,"64 km al SUR de J RODRIGUEZ CLARA, VER",1990,nov,11,VER,4 a 4.9
1990-11-08,4.9,"136 km al SUR de CD HIDALGO, CHIS",1990,nov,11,CHIS,4 a 4.9
1990-11-08,4.9,"15 km al NORESTE de CRUCECITA, OAX",1990,nov,11,OAX,4 a 4.9
1990-11-09,4.4,"39 km al NORESTE de MATIAS ROMERO, OAX",1990,nov,11,OAX,4 a 4.9
1990-11-09,4.3,"68 km al SUR de ACAPULCO, GRO",1990,nov,11,GRO,4 a 4.9
