Fecha,Magnitud,Epicentro,Periodo,Mes,Mes_num,Entidad,Magnitud_cats
1989-12-21,4.1,"30 km al ESTE de UNION HIDALGO, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-21,4.2,"120 km al SUROESTE de MAPASTEPEC, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-22,4.3,"31 km al NORTE de MATIAS ROMERO, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-22,4.3,"73 km al SUROESTE de COALCOMAN, MICH",1989,dic,12,MICH,4 a 4.9
1989-12-23,4.2,"59 km al ESTE de CRUCECITA, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-23,4.1,"64 km al SUROESTE de LAS CHOAPAS, VER",1989,dic,12,VER,4 a 4.9
1989-12-23,4.2,"122 km al SUR de SALINA CRUZ, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-24,4,"92 km al SUROESTE de SAN MARCOS, GRO",1989,dic,12,GRO,4 a 4.9
1989-12-24,4.2,"75 km al NOROESTE de CINTALAPA, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-24,4.2,"104 km al SUR de SAN MARCOS, GRO",1989,dic,12,GRO,4 a 4.9
1989-12-24,4.3,"86 km al SUROESTE de MAPASTEPEC, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-24,4.2,"23 km al SUR de APATZINGAN, MICH",1989,dic,12,MICH,4 a 4.9
1989-12-25,4.5,"170 km al SURESTE de LAS MARGARITAS, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-25,4.7,"25 km al SUR de OCOTLAN DE MORELOS, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-25,4.2,"24 km al SUROESTE de RIO GRANDE, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-26,4.5,"96 km al SUROESTE de CD HIDALGO, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-27,4,"48 km al OESTE de ZUMPANGO DEL RIO, GRO",1989,dic,12,GRO,4 a 4.9
1989-12-27,4,"22 km al SUROESTE de COYUCA DE BENITEZ, GRO",1989,dic,12,GRO,4 a 4.9
1989-12-27,4,"68 km al NORESTE de CRUCECITA, OAX",1989,dic,12,OAX,4 a 4.9
1989-12-27,4.1,"177 km al SUROESTE de PIJIJIAPAN, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-28,4.2,"22 km al SURESTE de ARCELIA, GRO",1989,dic,12,GRO,4 a 4.9
1989-12-28,4,"108 km al SUROESTE de MAPASTEPEC, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-29,4,"20 km al SURESTE de MAPASTEPEC, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-30,4.1,"196 km al SUROESTE de PIJIJIAPAN, CHIS",1989,dic,12,CHIS,4 a 4.9
1989-12-30,4.1,"39 km al NORESTE de MAPASTEPEC, CHIS",1989,dic,12,CHIS,4 a 4.9
1990-01-03,4.3,"34 km al ESTE de CACAHOATAN, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-04,4.2,"64 km al NOROESTE de MATIAS ROMERO, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-05,5.8,"266 km al OESTE de CIHUATLAN, JAL",1990,ene,1,JAL,5 a 5.9
1990-01-05,4.5,"35 km al SUR de PUERTO ESCONDIDO, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-05,4.6,"43 km al NORESTE de CACAHOATAN, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-06,4,"141 km al SUROESTE de CD HIDALGO, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-08,4.1,"11 km al SUR de COYUCA DE BENITEZ, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-08,4.4,"114 km al SUROESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.2,"48 km al SUROESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.4,"58 km al SUROESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.3,"56 km al SUROESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.1,"34 km al SUROESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.4,"113 km al SUROESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-09,4.2,"56 km al SUROESTE de ZIHUATANEJO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-11,4.2,"101 km al ESTE de CD HIDALGO, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-11,4.1,"117 km al SURESTE de SALINA CRUZ, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-12,4.3,"45 km al NORESTE de CRUCECITA, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-12,4.3,"113 km al SUROESTE de CD HIDALGO, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-12,5.2,"29 km al SUROESTE de SAN MARCOS, GRO",1990,ene,1,GRO,5 a 5.9
1990-01-12,4.3,"96 km al SURESTE de SAN FELIPE, BC",1990,ene,1,BC,4 a 4.9
1990-01-13,4,"25 km al SUROESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-13,4.1,"34 km al SUROESTE de ARCELIA, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-13,4.2,"84 km al SUR de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-13,5.1,"111 km al SUROESTE de GUERRERO NEGRO, BCS",1990,ene,1,BCS,5 a 5.9
1990-01-13,4.1,"59 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-14,4.2,"59 km al SUROESTE de RIO GRANDE, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-14,4.2,"61 km al SUROESTE de RIO GRANDE, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-15,4,"38 km al SUR de CD LAZARO CARDENAS, MICH",1990,ene,1,MICH,4 a 4.9
1990-01-16,4.3,"146 km al SUROESTE de ZIHUATANEJO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-17,4.5,"66 km al SUR de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-18,4.5,"92 km al SUR de SAN MARCOS, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-18,4.1,"15 km al NORESTE de PETATLAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-19,4,"48 km al SUR de TECPAN, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-19,4.2,"16 km al SUROESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-19,4.2,"68 km al NORESTE de LAS GUACAMAYAS, MICH",1990,ene,1,MICH,4 a 4.9
1990-01-20,4.5,"32 km al NOROESTE de S PEDRO POCHUTLA, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-20,4.1,"55 km al SURESTE de SAN MARCOS, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-20,4,"24 km al SUR de UNION HIDALGO, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-21,4.8,"59 km al SURESTE de FRONTERA COMALAPA, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-22,4.1,"57 km al SUROESTE de SALINA CRUZ, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-23,4.1,"30 km al SUROESTE de PIJIJIAPAN, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-23,4.3,"60 km al SUROESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-23,4.6,"71 km al SUROESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-23,4.1,"10 km al NORTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-24,4.4,"2 km al OESTE de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-24,4.2,"53 km al SURESTE de TLACOLULA, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-25,4.7,"95 km al SUROESTE de HUATABAMPO, SON",1990,ene,1,SON,4 a 4.9
1990-01-26,4.6,"179 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-27,4.2,"97 km al SUR de PUERTO PEÑASCO, SON",1990,ene,1,SON,4 a 4.9
1990-01-27,4.4,"131 km al SUR de SAN MARCOS, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-27,4.3,"32 km al SUR de ACAPULCO, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-27,4.5,"24 km al NORTE de CRUCECITA, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-28,4.5,"53 km al ESTE de CRUCECITA, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-28,5.4,"34 km al NOROESTE de LA MIRA, MICH",1990,ene,1,MICH,5 a 5.9
1990-01-30,4.2,"71 km al NOROESTE de CINTALAPA, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-31,4,"98 km al SURESTE de SALINA CRUZ, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-31,4,"44 km al ESTE de SAN MARCOS, GRO",1990,ene,1,GRO,4 a 4.9
1990-01-31,4.3,"37 km al SUROESTE de OCOTLAN DE MORELOS, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-31,4.2,"49 km al SUR de PINOTEPA NACIONAL, OAX",1990,ene,1,OAX,4 a 4.9
1990-01-31,4.8,"42 km al SUROESTE de VENUSTIANO CARRANZA, CHIS",1990,ene,1,CHIS,4 a 4.9
1990-01-31,4.1,"21 km al SUROESTE de COYUCA DE BENITEZ, GRO",1990,ene,1,GRO,4 a 4.9
1990-02-01,4.2,"69 km al SUROESTE de OMETEPEC, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-02,4.7,"50 km al SUR de SAYULA DE ALEMAN, VER",1990,feb,2,VER,4 a 4.9
1990-02-02,4.1,"24 km al OESTE de TAPACHULA, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-03,4,"16 km al SUR de COYUCA DE BENITEZ, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-03,4.1,"29 km al SUROESTE de ACAPULCO, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-04,4.2,"97 km al SUROESTE de COALCOMAN, MICH",1990,feb,2,MICH,4 a 4.9
1990-02-04,4,"85 km al SURESTE de SALINA CRUZ, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-06,4.4,"61 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-06,4.3,"101 km al SUROESTE de OMETEPEC, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-07,4.1,"47 km al SUROESTE de ARRIAGA , CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-07,4.8,"183 km al SUR de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-07,4,"28 km al NOROESTE de TECPAN, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-08,4.5,"56 km al NORESTE de CRUCECITA, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-08,4.1,"43 km al SUR de TECPAN, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-08,4.2,"101 km al SUR de ACAPULCO, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-09,4.3,"51 km al SUROESTE de ZIHUATANEJO, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-09,4.5,"87 km al SUROESTE de COALCOMAN, MICH",1990,feb,2,MICH,4 a 4.9
1990-02-09,4.2,"65 km al SURESTE de CRUCECITA, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-10,5.3,"388 km al SUROESTE de LA MIRA, MICH",1990,feb,2,MICH,5 a 5.9
1990-02-10,4.9,"10 km al SUROESTE de SAYULA DE ALEMAN, VER",1990,feb,2,VER,4 a 4.9
1990-02-10,4.5,"159 km al SUR de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-11,4.3,"36 km al ESTE de CD LAZARO CARDENAS, MICH",1990,feb,2,MICH,4 a 4.9
1990-02-11,4.3,"36 km al NORTE de GUTIERREZ ZAMORA, VER",1990,feb,2,VER,4 a 4.9
1990-02-12,4.1,"23 km al SUROESTE de PERIBAN, MICH",1990,feb,2,MICH,4 a 4.9
1990-02-12,4.1,"16 km al NORTE de CD IXTEPEC, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-12,4,"89 km al SUROESTE de ACAPULCO, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-13,4.4,"112 km al SUROESTE de CD HIDALGO, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-13,4.7,"100 km al SUROESTE de CD HIDALGO, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-16,5.1,"110 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,5 a 5.9
1990-02-16,5.2,"105 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,5 a 5.9
1990-02-16,4.3,"92 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.6,"107 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.4,"109 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.6,"89 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.9,"32 km al SURESTE de PINOTEPA NACIONAL, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.9,"117 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-16,4.1,"76 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-17,4.4,"57 km al SUROESTE de PIJIJIAPAN, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-17,4.4,"91 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-17,4.5,"105 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-17,4.2,"105 km al SUR de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-17,4.7,"19 km al OESTE de OMETEPEC, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-18,4.4,"101 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-19,4.4,"214 km al SUROESTE de PIJIJIAPAN, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-19,4.8,"34 km al ESTE de MIAHUATLAN, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-19,4.1,"62 km al ESTE de TLACOLULA, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-19,4.3,"65 km al SUROESTE de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-19,4.6,"100 km al SUR de ACAPULCO, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-19,4.3,"41 km al SUROESTE de CD HIDALGO, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-21,4.3,"101 km al SUROESTE de RIO GRANDE, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-21,4.2,"78 km al SUR de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-21,4.7,"56 km al SURESTE de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-22,4.5,"142 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-22,4.5,"142 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-22,4.2,"53 km al NORTE de CRUCECITA, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-22,4.2,"101 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-22,4.6,"94 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-23,4.2,"45 km al SURESTE de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-23,4.5,"125 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-23,4.9,"91 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-23,4.1,"53 km al SUROESTE de OMETEPEC, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-24,4.4,"5 km al NORESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-24,4.3,"106 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-24,4.3,"124 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-24,4.3,"54 km al NORTE de MATIAS ROMERO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-25,4.9,"103 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990,feb,2,OAX,4 a 4.9
1990-02-26,4,"61 km al SUROESTE de SAN MARCOS, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-26,4.3,"40 km al SUR de PETATLAN, GRO",1990,feb,2,GRO,4 a 4.9
1990-02-27,4.5,"18 km al NOROESTE de MAPASTEPEC, CHIS",1990,feb,2,CHIS,4 a 4.9
1990-02-28,4.6,"114 km al SURESTE de SALINA CRUZ, OAX",1990,feb,2,OAX,4 a 4.9
1990-03-01,4.2,"100 km al SUROESTE de SAN MARCOS, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-01,4,"6 km al NOROESTE de CINTALAPA, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-02,4.1,"53 km al SURESTE de ARCELIA, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-02,4.1,"63 km al NOROESTE de CINTALAPA, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-03,5.4,"61 km al SURESTE de UNION HIDALGO, OAX",1990,mar,3,OAX,5 a 5.9
1990-03-03,4.2,"33 km al NOROESTE de MATIAS ROMERO, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-04,4.2,"173 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-04,4.3,"19 km al SUR de SALINA CRUZ, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-05,4.3,"148 km al SUR de SAN MARCOS, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-05,4.3,"142 km al SUR de SAN MARCOS, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-05,4.4,"22 km al SUROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-06,4.5,"10 km al NOROESTE de ACAPULCO, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-07,4.2,"39 km al NOROESTE de TECPAN, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-08,4.1,"25 km al SUROESTE de RIO GRANDE, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-08,4.1,"24 km al OESTE de RIO GRANDE, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-08,4,"58 km al SUROESTE de PIJIJIAPAN, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-09,4.7,"34 km al NORESTE de PUERTO ESCONDIDO, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-09,4.4,"47 km al SUROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-09,4,"28 km al ESTE de TAMAZULA, JAL",1990,mar,3,JAL,4 a 4.9
1990-03-10,4.6,"118 km al SUROESTE de NAVOLATO, SIN",1990,mar,3,SIN,4 a 4.9
1990-03-11,4.3,"111 km al SUROESTE de LA MIRA, MICH",1990,mar,3,MICH,4 a 4.9
1990-03-11,4.5,"105 km al OESTE de LA MIRA, MICH",1990,mar,3,MICH,4 a 4.9
1990-03-12,4.6,"37 km al NOROESTE de MOTOZINTLA, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-14,4,"70 km al SUR de ACAPULCO, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-14,4.2,"97 km al SURESTE de SALINA CRUZ, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-15,4.4,"33 km al SUR de PINOTEPA NACIONAL, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-16,4.7,"102 km al SUROESTE de PIJIJIAPAN, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-16,6.1,"94 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN",1990,mar,3,SIN,6 a 6.9
1990-03-17,4.1,"45 km al SUROESTE de ARRIAGA , CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-17,4.4,"23 km al SUR de PINOTEPA NACIONAL, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-17,4.2,"55 km al NORESTE de MISANTLA, VER",1990,mar,3,VER,4 a 4.9
1990-03-18,4.3,"118 km al SURESTE de SALINA CRUZ, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-19,4.5,"73 km al SUR de PINOTEPA NACIONAL, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-19,4.9,"17 km al NOROESTE de CACAHOATAN, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-20,4.5,"129 km al NORESTE de LA PAZ, BCS",1990,mar,3,BCS,4 a 4.9
1990-03-20,4.1,"26 km al NOROESTE de RIO GRANDE, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-21,4.2,"21 km al SURESTE de ACAPULCO, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-21,4.8,"91 km al SURESTE de SALINA CRUZ, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-22,5,"97 km al SUROESTE de RIO GRANDE, OAX",1990,mar,3,OAX,5 a 5.9
1990-03-23,5,"29 km al NOROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,5 a 5.9
1990-03-23,4.4,"34 km al SUR de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-23,5.2,"33 km al SUR de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,5 a 5.9
1990-03-23,4,"17 km al SUROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-23,4,"27 km al NORESTE de MATIAS ROMERO, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-23,4,"8 km al SUROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-23,4.3,"32 km al SUROESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-23,4.2,"10 km al NORESTE de S PEDRO POCHUTLA, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-24,4,"21 km al SUR de TELOLOAPAN, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-24,4.5,"93 km al SUROESTE de TONALA, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-26,4,"65 km al SUR de SAN MARCOS, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-26,4,"59 km al NORESTE de UNION HIDALGO, OAX",1990,mar,3,OAX,4 a 4.9
1990-03-26,4.3,"65 km al SUROESTE de ARRIAGA , CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-30,4,"42 km al SUR de CD ALTAMIRANO, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-30,4,"18 km al SUR de PETATLAN, GRO",1990,mar,3,GRO,4 a 4.9
1990-03-30,4.2,"26 km al SUROESTE de YAJALON, CHIS",1990,mar,3,CHIS,4 a 4.9
1990-03-31,4.2,"21 km al SUROESTE de ARRIAGA , CHIS",1990,mar,3,CHIS,4 a 4.9
1990-04-02,4.2,"47 km al ESTE de LAS GUACAMAYAS, MICH",1990,abr,4,MICH,4 a 4.9
1990-04-03,4.3,"59 km al SUR de PINOTEPA NACIONAL, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-03,4.3,"33 km al SUROESTE de TAPACHULA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-04,4.3,"92 km al NOROESTE de TIJUANA, BC",1990,abr,4,BC,4 a 4.9
1990-04-04,4.9,"39 km al SUROESTE de SAN MARCOS, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-04,5,"81 km al SUROESTE de SAN MARCOS, GRO",1990,abr,4,GRO,5 a 5.9
1990-04-04,4.4,"75 km al SUROESTE de SAN MARCOS, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-05,4.2,"55 km al SUROESTE de TAPACHULA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-05,4.1,"35 km al SURESTE de PETATLAN, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-06,4,"54 km al NORESTE de PETATLAN, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-07,4.7,"59 km al SURESTE de CRUCECITA, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-08,4.4,"135 km al SUR de SAN MARCOS, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-08,4.1,"18 km al SURESTE de ATOYAC DE ALVAREZ, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-10,4.1,"67 km al SUROESTE de CD HIDALGO, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-11,4,"57 km al SUROESTE de PIJIJIAPAN, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-12,4.4,"42 km al NOROESTE de ZIHUATANEJO, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-12,4.1,"56 km al NORTE de ZIHUATANEJO, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-13,4.4,"29 km al SURESTE de LAS CHOAPAS, VER",1990,abr,4,VER,4 a 4.9
1990-04-13,4.7,"58 km al SUROESTE de RIO GRANDE, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-14,4.3,"40 km al NORESTE de MATIAS ROMERO, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-15,4.2,"9 km al SURESTE de COYUCA DE BENITEZ, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-16,4,"57 km al SUROESTE de OMETEPEC, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-16,4.9,"39 km al NOROESTE de ARRIAGA , CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-16,4,"64 km al OESTE de CINTALAPA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-17,4.3,"27 km al SUROESTE de ACAPULCO, GRO",1990,abr,4,GRO,4 a 4.9
1990-04-19,4.2,"5 km al NOROESTE de S PEDRO POCHUTLA, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-21,4.2,"31 km al OESTE de TAPACHULA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-21,4.1,"8 km al NOROESTE de PINOTEPA NACIONAL, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-22,4.5,"26 km al SUROESTE de ZAPOTILTIC, JAL",1990,abr,4,JAL,4 a 4.9
1990-04-23,4,"29 km al SURESTE de PUERTO ESCONDIDO, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-23,4,"73 km al SUROESTE de CD HIDALGO, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-23,4.1,"36 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-23,4.2,"42 km al SUR de PINOTEPA NACIONAL, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-24,4.2,"26 km al SURESTE de SALINA CRUZ, OAX",1990,abr,4,OAX,4 a 4.9
1990-04-24,4,"44 km al OESTE de CINTALAPA, CHIS",1990,abr,4,CHIS,4 a 4.9
1990-04-25,4.1,"53 km al ESTE de FRONTERA COMALAPA, CHIS",1990,abr,4,CHIS,4 a 4.9
